Job Number,Burst Time,Turnaround Time,Response Time,Wait Time
46, 0.011, 0.03654122352600098, 0.003981351852416992, 0.023754119873046875
48, 0.009, 0.03220343589782715, 0.021782636642456055, 0.021782636642456055
49, 0.005, 0.036890268325805664, 0.030716896057128906, 0.030716896057128906
50, 0.015, 0.06882262229919434, 0.028531312942504883, 0.05197429656982422
51, 0.014, 0.05608391761779785, 0.0179746150970459, 0.0391840934753418
52, 0.012, 0.053194284439086914, 0.01257467269897461, 0.0386049747467041
55, 0.006, 0.03195929527282715, 0.024532556533813477, 0.024532556533813477
53, 0.012, 0.05929112434387207, 0.018446922302246094, 0.04404425621032715
54, 0.013, 0.0697941780090332, 0.022161245346069336, 0.05245065689086914
58, 0.007, 0.041513919830322266, 0.03214907646179199, 0.03214907646179199
59, 0.008, 0.03974509239196777, 0.030733585357666016, 0.030733585357666016
56, 0.014, 0.08309459686279297, 0.027951955795288086, 0.06667876243591309
57, 0.013, 0.08711600303649902, 0.035486459732055664, 0.07294225692749023
62, 0.005, 0.0396578311920166, 0.03406167030334473, 0.03406167030334473
60, 0.011, 0.08150243759155273, 0.037370920181274414, 0.06913352012634277
64, 0.008, 0.04062652587890625, 0.031110286712646484, 0.031110286712646484
61, 0.015, 0.09281587600708008, 0.0400996208190918, 0.07612395286560059
65, 0.005, 0.04256606101989746, 0.03579998016357422, 0.03579998016357422
63, 0.011, 0.08323788642883301, 0.022322893142700195, 0.06897115707397461
68, 0.004, 0.04208946228027344, 0.03379082679748535, 0.03379082679748535
66, 0.013, 0.09080266952514648, 0.03697061538696289, 0.07536053657531738
67, 0.011, 0.08642315864562988, 0.03640460968017578, 0.07248258590698242
71, 0.008, 0.04607892036437988, 0.03705406188964844, 0.03705406188964844
72, 0.008, 0.042568206787109375, 0.03368854522705078, 0.03368854522705078
69, 0.015, 0.0952765941619873, 0.03672051429748535, 0.07846426963806152
70, 0.014, 0.10669875144958496, 0.03362846374511719, 0.09053468704223633
76, 0.009, 0.07495856285095215, 0.06306815147399902, 0.06306815147399902
73, 0.015, 0.11312413215637207, 0.0400545597076416, 0.09637737274169922
78, 0.004, 0.059890031814575195, 0.05483388900756836, 0.05483388900756836
74, 0.014, 0.12041831016540527, 0.04534101486206055, 0.10321426391601562
75, 0.012, 0.12972092628479004, 0.05826759338378906, 0.11447310447692871
80, 0.006, 0.06366539001464844, 0.05637955665588379, 0.05637955665588379
77, 0.014, 0.13576626777648926, 0.056809186935424805, 0.11930108070373535
82, 0.008, 0.07846927642822266, 0.06609964370727539, 0.06609964370727539
83, 0.005, 0.06944155693054199, 0.06379151344299316, 0.06379151344299316
79, 0.012, 0.1330254077911377, 0.05052995681762695, 0.11025571823120117
84, 0.005, 0.07612442970275879, 0.06754255294799805, 0.06754255294799805
85, 0.004, 0.06450915336608887, 0.059738874435424805, 0.059738874435424805
81, 0.012, 0.13753747940063477, 0.06211066246032715, 0.1223599910736084
86, 0.01, 0.07635164260864258, 0.06308341026306152, 0.06308341026306152
87, 0.007, 0.06404805183410645, 0.05612301826477051, 0.05612301826477051
89, 0.01, 0.051796913146972656, 0.04009437561035156, 0.04009437561035156
90, 0.008, 0.05221819877624512, 0.04281497001647949, 0.04281497001647949
91, 0.005, 0.05278921127319336, 0.04709005355834961, 0.04709005355834961
92, 0.005, 0.04799365997314453, 0.04208540916442871, 0.04208540916442871
88, 0.014, 0.11264634132385254, 0.04575300216674805, 0.09565281867980957
94, 0.005, 0.05458569526672363, 0.04907941818237305, 0.04907941818237305
95, 0.007, 0.04291272163391113, 0.035207271575927734, 0.035207271575927734
93, 0.014, 0.09253787994384766, 0.0409693717956543, 0.07500457763671875
96, 0.012, 0.07966303825378418, 0.025103330612182617, 0.06448888778686523
97, 0.014, 0.08426761627197266, 0.03126955032348633, 0.06824135780334473
98, 0.015, 0.07923316955566406, 0.028642654418945312, 0.060767412185668945
99, 0.012, 0.07904887199401855, 0.03298544883728027, 0.06519460678100586
100, 0.012, 0.07475161552429199, 0.03997015953063965, 0.06110811233520508
