Job Number,Burst Time,Turnaround Time,Response Time,Wait Time
43, 0.014, 0.03839254379272461, 0.0231170654296875, 0.0231170654296875
44, 0.01, 0.03189897537231445, 0.020609140396118164, 0.020609140396118164
45, 0.014, 0.04298043251037598, 0.027842044830322266, 0.027842044830322266
46, 0.007, 0.034905433654785156, 0.025949478149414062, 0.025949478149414062
47, 0.009, 0.03988027572631836, 0.029015302658081055, 0.029015302658081055
48, 0.005, 0.0263214111328125, 0.020673751831054688, 0.020673751831054688
49, 0.012, 0.030251741409301758, 0.016801834106445312, 0.016801834106445312
50, 0.009, 0.03876543045043945, 0.027286529541015625, 0.027286529541015625
51, 0.008, 0.03681063652038574, 0.026723623275756836, 0.026723623275756836
52, 0.007, 0.02820754051208496, 0.02057361602783203, 0.02057361602783203
53, 0.01, 0.021280527114868164, 0.010413646697998047, 0.010413646697998047
54, 0.005, 0.017360687255859375, 0.011101961135864258, 0.011101961135864258
55, 0.008, 0.01626443862915039, 0.007394552230834961, 0.007394552230834961
56, 0.015, 0.020275354385375977, 0.004317760467529297, 0.004317760467529297
57, 0.004, 0.013803243637084961, 0.008637666702270508, 0.008637666702270508
58, 0.009, 0.009445428848266602, 5.53131103515625e-05, 5.53131103515625e-05
59, 0.011, 0.011720657348632812, 9.751319885253906e-05, 9.751319885253906e-05
60, 0.005, 0.009729385375976562, 7.748603820800781e-05, 7.748603820800781e-05
61, 0.014, 0.014834880828857422, 0.00015234947204589844, 0.00015234947204589844
62, 0.009, 0.01133275032043457, 0.0002090930938720703, 0.0002090930938720703
63, 0.004, 0.01991415023803711, 0.004357814788818359, 0.004357814788818359
64, 0.013, 0.0251162052154541, 0.0057027339935302734, 0.0057027339935302734
65, 0.006, 0.022629261016845703, 0.01566147804260254, 0.01566147804260254
66, 0.014, 0.030395984649658203, 0.015562295913696289, 0.015562295913696289
67, 0.01, 0.0223386287689209, 0.010780572891235352, 0.010780572891235352
68, 0.009, 0.02829122543334961, 0.01639389991760254, 0.01639389991760254
69, 0.008, 0.02077960968017578, 0.011626243591308594, 0.011626243591308594
70, 0.015, 0.0273590087890625, 0.010919332504272461, 0.010919332504272461
71, 0.007, 0.02106642723083496, 0.013203859329223633, 0.013203859329223633
72, 0.01, 0.02080535888671875, 0.010016441345214844, 0.010016441345214844
73, 0.011, 0.024504423141479492, 0.013131141662597656, 0.013131141662597656
74, 0.011, 0.02175450325012207, 0.009252548217773438, 0.009252548217773438
75, 0.01, 0.02057337760925293, 0.009325027465820312, 0.009325027465820312
76, 0.007, 0.019390344619750977, 0.011294126510620117, 0.011294126510620117
77, 0.009, 0.014432430267333984, 0.00499725341796875, 0.00499725341796875
78, 0.011, 0.013282537460327148, 0.0010886192321777344, 0.0010886192321777344
79, 0.013, 0.013937711715698242, 0.0001232624053955078, 0.0001232624053955078
80, 0.013, 0.01783299446105957, 0.0037126541137695312, 0.0037126541137695312
81, 0.005, 0.010465145111083984, 0.003994464874267578, 0.003994464874267578
82, 0.015, 0.016310930252075195, 0.00016450881958007812, 0.00016450881958007812
83, 0.009, 0.011147260665893555, 0.0006630420684814453, 0.0006630420684814453
84, 0.013, 0.01604008674621582, 0.002511739730834961, 0.002511739730834961
85, 0.005, 0.00616765022277832, 0.0003876686096191406, 0.0003876686096191406
86, 0.012, 0.012642383575439453, 7.05718994140625e-05, 7.05718994140625e-05
87, 0.014, 0.014444351196289062, 9.465217590332031e-05, 9.465217590332031e-05
88, 0.014, 0.015819072723388672, 0.0012111663818359375, 0.0012111663818359375
89, 0.012, 0.025400161743164062, 0.012585878372192383, 0.012585878372192383
90, 0.012, 0.028150320053100586, 0.015336275100708008, 0.015336275100708008
91, 0.005, 0.018852710723876953, 0.012325763702392578, 0.012325763702392578
92, 0.013, 0.015723466873168945, 0.0020296573638916016, 0.0020296573638916016
93, 0.008, 0.010435342788696289, 0.00011086463928222656, 0.00011086463928222656
94, 0.011, 0.011658191680908203, 0.00018405914306640625, 0.00018405914306640625
95, 0.011, 0.011736154556274414, 0.00019598007202148438, 0.00019598007202148438
96, 0.006, 0.008526802062988281, 0.0008461475372314453, 0.0008461475372314453
97, 0.013, 0.013428211212158203, 0.00010633468627929688, 0.00010633468627929688
98, 0.015, 0.02067422866821289, 0.005123615264892578, 0.005123615264892578
99, 0.015, 0.028133153915405273, 0.012558698654174805, 0.012558698654174805
100, 0.015, 0.03278684616088867, 0.017196178436279297, 0.017196178436279297
